RatingID,UserID,RID,Rating
100001,11485,1,4
100002,11134,2,5
100003,11519,3,2
100004,11924,4,5
100005,11325,5,4
100006,11874,6,4
100007,11205,7,2
100008,12056,8,1
100009,11953,9,2
100010,11446,10,1
100011,11592,11,1
100012,11849,12,2
100013,12110,13,3
100014,11719,14,1
100015,11511,15,5
100016,11458,16,1
100017,11863,17,5
100018,11561,18,4
100019,12028,19,3
100020,11403,20,2
100021,12012,21,2
100022,11978,22,5
100023,11291,23,3
100024,11858,24,5
100025,11449,25,3
100026,11649,26,4
100027,11881,27,4
100028,11507,28,3
100029,11647,29,5
100030,12089,30,2
100031,11460,31,1
100032,12008,32,1
100033,11389,33,2
100034,11249,34,1
100035,11795,35,2
100036,11566,36,2
100037,11846,37,2
100038,11547,38,5
100039,11589,39,1
100040,11408,40,5
100041,11687,41,5
100042,12027,42,4
100043,11428,43,3
100044,12098,44,5
100045,11492,45,4
100046,11276,46,4
100047,11405,47,1
100048,12028,48,4
100049,11818,49,1
100050,11781,50,5
100051,11775,51,4
100052,11197,52,4
100053,11194,53,5
100054,11477,54,5
100055,11444,55,5
100056,11473,56,4
100057,11769,57,5
100058,11489,58,4
100059,11189,59,3
100060,11120,60,2
100061,11775,61,4
100062,11960,62,1
100063,12105,63,2
100064,11532,64,2
100065,11656,65,5
100066,11293,66,3
100067,12005,67,3
100068,12102,68,1
100069,11512,69,3
100070,11213,70,1
100071,11569,71,3
100072,12087,72,5
100073,11615,73,2
100074,11460,74,1
100075,11988,75,4
100076,12015,76,4
100077,11726,77,4
100078,11948,78,5
100079,11245,79,1
100080,11848,80,5
100081,11463,81,4
100082,11464,82,1
100083,11644,83,1
100084,11300,84,5
100085,11691,85,5
100086,11215,86,2
100087,11207,87,2
100088,12024,88,4
100089,11822,89,5
100090,11271,90,1
100091,12081,91,5
100092,11865,92,3
100093,11463,93,1
100094,11901,94,3
100095,11229,95,2
100096,11674,96,2
100097,11720,97,2
100098,11580,98,1
100099,11331,99,5
100100,11729,100,2
100101,11739,101,2
100102,11117,102,5
100103,11154,103,2
100104,12070,104,3
100105,11626,105,1
100106,11841,106,2
100107,11831,107,4
100108,11685,108,2
100109,11695,109,2
100110,11291,110,4
100111,11626,111,3
100112,11652,112,2
100113,11198,113,3
100114,11451,114,5
100115,11281,115,4
100116,11617,116,3
100117,11514,117,3
100118,11430,118,3
100119,11544,119,5
100120,11752,120,3
100121,11136,121,2
100122,11450,122,1
100123,11364,123,4
100124,11282,124,5
100125,11751,125,3
100126,11236,126,4
100127,11970,127,4
100128,11644,128,1
100129,11792,129,1
100130,11523,130,3
100131,11638,131,5
100132,11571,132,5
100133,12024,133,4
100134,12031,134,1
100135,11572,135,1
100136,11923,136,3
100137,11628,137,1
100138,11629,138,5
100139,11194,139,4
100140,11740,140,3
100141,11859,141,1
100142,11663,142,2
100143,11319,143,1
100144,11395,144,5
100145,11218,145,4
100146,11764,146,5
100147,11405,147,5
100148,12078,148,5
100149,11311,149,5
100150,11422,150,4
100151,11387,151,3
100152,11642,152,2
100153,11901,153,3
100154,11201,154,3
100155,11216,155,2
100156,11987,156,4
100157,12046,157,5
100158,11692,158,3
100159,11489,159,3
100160,11419,160,4
100161,11441,161,2
100162,11180,162,5
100163,11836,163,3
100164,11175,164,4
100165,11510,165,1
100166,11323,166,3
100167,11174,167,3
100168,11988,168,3
100169,11270,169,2
100170,12091,170,1
100171,11864,171,1
100172,11653,172,4
100173,11292,173,1
100174,11746,174,3
100175,11221,175,4
100176,11203,176,2
100177,11444,177,1
100178,11496,178,2
100179,11669,179,4
100180,11684,180,2
100181,11744,181,4
100182,11465,182,5
100183,11202,183,2
100184,11851,184,2
100185,11701,185,2
100186,11533,186,1
100187,11587,187,5
100188,11143,188,2
100189,12089,189,4
100190,11519,190,2
100191,11210,191,5
100192,11935,192,3
100193,11152,193,5
100194,11854,194,4
100195,12100,195,3
100196,11736,196,5
100197,11893,197,3
100198,11505,198,1
100199,11644,199,1
100200,11327,200,1
100201,11376,201,2
100202,11651,202,5
100203,11226,203,2
100204,11145,204,2
100205,12051,205,1
100206,11355,206,4
100207,11210,207,5
100208,12036,208,5
100209,12107,209,5
100210,11522,210,2
100211,12081,211,4
100212,11747,212,4
100213,11489,213,2
100214,11461,214,3
100215,11528,215,1
100216,12078,216,4
100217,11757,217,5
100218,12043,218,3
100219,11505,219,4
100220,11812,220,5
100221,11861,221,5
100222,11584,222,3
100223,11381,223,3
100224,11632,224,3
100225,11977,225,3
100226,11336,226,3
100227,11543,227,5
100228,11193,228,3
100229,11954,229,1
100230,12060,230,4
100231,12101,231,3
100232,11498,232,2
100233,11167,233,3
100234,11463,234,1
100235,11624,235,5
100236,11998,236,3
100237,11435,237,1
100238,11621,238,4
100239,11844,239,2
100240,11394,240,2
100241,11360,241,5
100242,11896,242,2
100243,11311,243,4
100244,11266,244,4
100245,11495,245,3
100246,11313,246,2
100247,11605,247,2
100248,11299,248,5
100249,11306,249,1
100250,11305,250,5
100251,11667,251,1
100252,11697,252,5
100253,11496,253,3
100254,11841,254,3
100255,11478,255,3
100256,11322,256,4
100257,11854,257,3
100258,12054,258,4
100259,12032,259,3
100260,11431,260,2
100261,11578,261,1
100262,11434,262,5
100263,11853,263,2
100264,11605,264,5
100265,11238,265,3
100266,11928,266,3
100267,11807,267,1
100268,11264,268,1
100269,12001,269,1
100270,11179,270,5
100271,11940,271,1
100272,11265,272,2
100273,11883,273,1
100274,11528,274,4
100275,11993,275,5
100276,11142,276,2
100277,11596,277,3
100278,11968,278,1
100279,11828,279,5
100280,11250,280,1
100281,11291,281,5
100282,11595,282,5
100283,11563,283,3
100284,11398,284,5
100285,11634,285,3
100286,11123,286,5
100287,11889,287,5
100288,11920,288,3
100289,11640,289,3
100290,11260,290,3
100291,11238,291,5
100292,11242,292,3
100293,11498,293,1
100294,12069,294,3
100295,11736,295,1
100296,11410,296,3
100297,11292,297,4
100298,11785,298,5
100299,11117,299,5
100300,11753,300,4
100301,11722,301,3
100302,11384,302,4
100303,11722,303,3
100304,11951,304,4
100305,11620,305,1
100306,11136,306,1
100307,11562,307,2
100308,11711,308,1
100309,11468,309,3
100310,11463,310,2
100311,11376,311,3
100312,11701,312,5
100313,11801,313,4
100314,11754,314,3
100315,11259,315,3
100316,11764,316,2
100317,11894,317,3
100318,11857,318,2
100319,11814,319,2
100320,11504,320,3
100321,11590,321,5
100322,11425,322,3
100323,11624,323,5
100324,12015,324,4
100325,11928,325,1
100326,11147,326,1
100327,11596,327,1
100328,11506,328,5
100329,11525,329,4
100330,11805,330,5
100331,12036,331,1
100332,11193,332,1
100333,11838,333,3
100334,11904,334,3
100335,11115,335,1
100336,11645,336,5
100337,12063,337,4
100338,11403,338,3
100339,11211,339,1
100340,11552,340,3
100341,11629,341,5
100342,11865,342,5
100343,11254,343,1
100344,11515,344,5
100345,11577,345,5
100346,11904,346,2
100347,11199,347,4
100348,11870,348,5
100349,11890,349,1
100350,11462,350,3
100351,11857,351,3
100352,11402,352,2
100353,12055,353,2
100354,11913,354,4
100355,11842,355,4
100356,12102,356,1
100357,11532,357,3
100358,11523,358,1
100359,12034,359,3
100360,11516,360,1
100361,11804,361,2
100362,11235,362,2
100363,11539,363,2
100364,11505,364,4
100365,12068,365,4
100366,11564,366,1
100367,11854,367,3
100368,11820,368,1
100369,11123,369,5
100370,11690,370,5
100371,11658,371,4
100372,11767,372,2
100373,12027,373,4
100374,11970,374,5
100375,11749,375,3
100376,11141,376,5
100377,11208,377,5
100378,11193,378,4
100379,11881,379,5
100380,11173,380,3
100381,11123,381,4
100382,11231,382,3
100383,11621,383,4
100384,11417,384,1
100385,11961,385,2
100386,11224,386,4
100387,11585,387,5
100388,11437,388,5
100389,12058,389,3
100390,11424,390,2
100391,11263,391,3
100392,11715,392,2
100393,11175,393,2
100394,11193,394,5
100395,11416,395,5
100396,11864,396,2
100397,11184,397,5
100398,11870,398,2
100399,11422,399,1
100400,11944,400,2
100401,11147,401,2
100402,11197,402,2
100403,11799,403,4
100404,11144,404,4
100405,11570,405,2
100406,11327,406,4
100407,11873,407,3
100408,12079,408,2
100409,12017,409,4
100410,11165,410,2
100411,11472,411,3
100412,11739,412,1
100413,11150,413,3
100414,11320,414,1
100415,12009,415,5
100416,11565,416,5
100417,11976,417,1
100418,11802,418,2
100419,11918,419,3
100420,11134,420,5
100421,11863,421,5
100422,11254,422,5
100423,11984,423,3
100424,11299,424,3
100425,11620,425,4
100426,11558,426,2
100427,11448,427,3
100428,11380,428,1
100429,12065,429,1
100430,12093,430,5
100431,12109,431,5
100432,11214,432,5
100433,11226,433,1
100434,11603,434,3
100435,11209,435,2
100436,11876,436,5
100437,11326,437,3
100438,12103,438,2
100439,11264,439,1
100440,11168,440,2
100441,11638,441,2
100442,11546,442,1
100443,11674,443,3
100444,11442,444,2
100445,12066,445,1
100446,11621,446,4
100447,12062,447,3
100448,11339,448,4
100449,11234,449,1
100450,12092,450,1
100451,11147,451,4
100452,11516,452,5
100453,11226,453,5
100454,11981,454,4
100455,11927,455,4
100456,11784,456,4
100457,11919,457,2
100458,12010,458,2
100459,11673,459,5
100460,11339,460,5
100461,11293,461,2
100462,12099,462,5
100463,11536,463,3
100464,11934,464,5
100465,11249,465,2
100466,11615,466,5
100467,12096,467,5
100468,11773,468,4
100469,11663,469,2
100470,11844,470,1
100471,11551,471,2
100472,11236,472,5
100473,11635,473,2
100474,11443,474,2
100475,11300,475,5
100476,11292,476,4
100477,11745,477,4
100478,12036,478,1
100479,12100,479,4
100480,11629,480,5
100481,11478,481,3
100482,11591,482,5
100483,11669,483,2
100484,11289,484,4
100485,11130,485,2
100486,11656,486,4
100487,11217,487,3
100488,11391,488,4
100489,11927,489,3
100490,12033,490,5
100491,11176,491,4
100492,12004,492,3
100493,11618,493,4
100494,11392,494,4
100495,11821,495,5
100496,11135,496,5
100497,11164,497,4
100498,11837,498,4
100499,11217,499,4
100500,11738,500,4
100501,11210,501,2
100502,11667,502,5
100503,11682,503,1
100504,11163,504,4
100505,12095,505,4
100506,11699,506,3
100507,11251,507,4
100508,11203,508,1
100509,11646,509,4
100510,11822,510,3
100511,11588,511,3
100512,11694,512,4
100513,11599,513,5
100514,11819,514,2
100515,11680,515,1
100516,11936,516,5
100517,12065,517,2
100518,11622,518,5
100519,12084,519,1
100520,11767,520,1
100521,11606,521,3
100522,11948,522,2
100523,11725,523,4
100524,11454,524,4
100525,11533,525,2
100526,11974,526,3
100527,11454,527,3
100528,11770,528,5
100529,11552,529,1
100530,11403,530,2
100531,11335,531,1
100532,11284,532,4
100533,11174,533,2
100534,11555,534,3
100535,11948,535,5
100536,11823,536,5
100537,11729,537,4
100538,11430,538,2
100539,11883,539,3
100540,11620,540,3
100541,11245,541,1
100542,11856,542,2
100543,12006,543,5
100544,11479,544,4
100545,11985,545,4
100546,11594,546,2
100547,11427,547,2
100548,11211,548,4
100549,11352,549,1
100550,12042,550,3
100551,11564,551,3
100552,11658,552,5
100553,11604,553,1
100554,11176,554,1
100555,11279,555,5
100556,11735,556,3
100557,11655,557,5
100558,11671,558,5
100559,11287,559,3
100560,11155,560,4
